user_id,establishment_id,product_name,rating
4,Associação dos Produtores Rurais Orgânicos e Convencionais do Distrito Federal e Entorno (Asproc),Pitaia,2
61,Comper - Águas Claras,Lichia,3
50,Feira do Produtor do Varjão,Lichia,3
139,Assaí Atacadista - Ceilândia,Graviola,4
10,Carrefour - Asa Norte,Limão,3
21,Associação de Agricultores Familiares da Eco Comunidade do Assentamento 15 de Agosto (Afeca),Cebola,2
53,Mercado Orgânico do CEASA,Coco,4
114,Feira do Produtor do Cruzeiro,Couve,4
67,CEASA-DF,Mandioca,5
85,Assaí Atacadista - Taguatinga,Goiaba,3
27,Feira do Produtor de Taguatinga,Uva,5
97,Associação de Agricultores Familiares da Eco Comunidade do Assentamento 15 de Agosto (Afeca),Chuchu,4
168,Supercei - Sobradinho,Goiaba,4
96,Associação dos Produtores Rurais de Alexandre Gusmão (Asspag),Abóbora,3
15,Associação dos Produtores Rurais Orgânicos e Convencionais do Distrito Federal e Entorno (Asproc),Pimentão,2
149,Assaí Atacadista - Ceilândia,Cenoura,4
177,Feira do Produtor do Recanto das Emas,Uva,4
48,Feira do Produtor da Candangolândia,Manga,4
164,Atacadão - Ceilândia,Brócolis,4
112,Feira do Produtor do Riacho Fundo,Gengibre,3
156,Extra - Asa Norte,Pepino,4
161,Feira do Produtor do Varjão,Pimentão,4
3,Walmart - Samambaia,Graviola,4
141,Feira do Produtor da Candangolândia,Abóbora,4
50,CEASA-DF,Beterraba,4
55,Feira do Produtor de Ceilândia,Quiabo,4
109,Feira do Produtor do Núcleo Bandeirante,Jiló,2
133,Sam's Club - Asa Norte,Banana,3
95,Feira do Produtor do Lago Sul,Abacate,2
95,Supercei - Ceilândia,Cajamanga,3
198,Big Box - Águas Claras,Morango,2
66,Feira do Produtor do Recanto das Emas,Coco,3
142,Associação dos Produtores Rurais Orgânicos e Convencionais do Distrito Federal e Entorno (Asproc),Quiabo,4
134,Cooperativa de Agricultura Familiar Mista do Distrito Federal (Coopermista),Goiaba,5
160,Feira do Produtor do Riacho Fundo,Pepino,4
62,Big Box - Águas Claras,Pitaia,3
11,Feira do Produtor do Gama,Repolho,4
109,Extra - Asa Sul,Cajamanga,3
13,Feira do Produtor do Sudoeste,Alface,4
181,Extra - Asa Norte,Chuchu,3
190,Extra - Asa Norte,Batata,4
65,Feira do Produtor do Recanto das Emas,Pimentão,4
72,Feira do Produtor do Jardim Botânico,Lichia,4
54,Feira do Produtor da Candangolândia,Coco,3
115,Feira do Produtor do Varjão,Alface,5
138,Feira do Produtor do Paranoá,Morango,4
168,Assaí Atacadista - Ceilândia,Atemóia,4
182,Comper - Águas Claras,Uva,2
141,Super Maia - Sobradinho,Jiló,5
59,Feira do Produtor de Santa Maria,Pepino,4
58,Carrefour - Águas Claras,Uva,3
80,Supercei - Sobradinho,Chuchu,4
22,Comper - Águas Claras,Batata,5
184,Cooperativa de Agricultura Familiar Mista do Distrito Federal (Coopermista),Manga,4
6,Feira do Produtor do Núcleo Bandeirante,Uva,5
131,"Cooperativa de Trabalho, Consultoria, Instrutoria e Serviços para o Desenvolvimento Agropecuário, Econômico e Social (Agrocoop)",Maracujá,4
125,Comper - Sudoeste,Batata,4
126,Associação dos Produtores de Hortigranjeiros do Distrito Federal (Asphor),Atemóia,4
156,Sam's Club - Asa Norte,Uva,3
84,Cooperativa dos Produtores Rurais de Brazlândia (Coopabra),Chuchu,4
178,Associação dos Produtores Rurais de Alexandre Gusmão (Asspag),Chuchu,3
118,Feira do Produtor do Guará,Coco,5
123,Associação Agrícola do Distrito Federal e Ride (Agrifam),Mandioca,4
41,Feira do Produtor do Park Way,Lichia,4
14,Associação Agrícola do Distrito Federal e Ride (Agrifam),Goiaba,3
117,Associação dos Trabalhadores Rurais da Agricultura Familiar do Assentamento Chapadinha (Astraf),Cebola,4
18,Atacadão - Ceilândia,Pitaia,5
190,Feira do Produtor do Lago Sul,Morango,3
114,Associação dos Produtores Rurais Novo Horizonte Betinho (Aspronte),Repolho,5
65,Associação dos Produtores da Agricultura Familiar (Aspaf),Uva,5
41,Sam's Club - Asa Norte,Pimentão,4
114,Pão de Açúcar - Asa Norte,Alface,5
9,"Associação Mista dos Agricultores Familiares, Orgânicos e Produtores Rurais do DF e Entorno (Amista)",Agrião,3
197,Feira do Produtor da Candangolândia,Alface,2
36,Feira do Produtor do Sudoeste,Gengibre,4
43,Super Maia - Sobradinho,Limão,5
153,Feira do Produtor do Itapoã,Repolho,4
45,Feira do Produtor da Estrutural,Jiló,4
191,Supercei - Ceilândia,Graviola,3
58,Mercado Orgânico do CEASA,Tangerina,3
43,Feira do Produtor do Gama,Graviola,4
200,Cooperativa dos Produtores Rurais do PAD-DF (Coopadf),Manga,3
183,Feira do Produtor de Sobradinho,Couve,3
183,Carrefour - Águas Claras,Tangerina,4
27,Cooperativa Agropecuária e Industrial do Rio Preto (Coopari),Quiabo,4
151,Feira do Produtor de Sobradinho,Gengibre,4
46,Feira do Produtor de Planaltina,Cenoura,3
92,Feira da Agricultura Familiar - Plano Piloto,Batata,3
175,Extra - Asa Sul,Banana,4
52,Mercado Orgânico do CEASA,Quiabo,4
183,Big Box - Águas Claras,Chuchu,3
121,Cooperativa dos Produtores Rurais do PAD-DF (Coopadf),Repolho,4
174,Feira do Produtor do Cruzeiro,Pitaia,2
101,Extra - Asa Norte,Abóbora,2
46,Associação dos Produtores Rurais Orgânicos e Convencionais do Distrito Federal e Entorno (Asproc),Mandioca,3
14,Feira do Produtor do Paranoá,Chuchu,3
13,Cooperativa Mista da Agricultura Familiar do Meio Ambiente e da Cultura do Brasil (Coopbrasil),Repolho,3
133,Feira do Produtor do Lago Norte,Cenoura,3
153,Supercei - Ceilândia,Banana,3
187,Associação dos Produtores Rurais de Alexandre Gusmão (Asspag),Limão,4
91,Feira do Produtor de Ceilândia,Atemóia,3
129,Associação dos Trabalhadores Rurais da Agricultura Familiar do Assentamento Chapadinha (Astraf),Mamão,5
170,Feira do Produtor de Taguatinga,Mamão,4
25,Feira do Produtor do Jardim Botânico,Morango,3
18,Feira do Produtor do Varjão,Tomate,3
33,Feira do Produtor do Itapoã,Chuchu,3
112,Associação dos Produtores de Hortigranjeiros do Distrito Federal (Asphor),Gengibre,3
14,Feira do Produtor da Estrutural,Maracujá,3
4,Feira do Produtor do Recanto das Emas,Uva,3
140,Cooperativa dos Produtores Rurais do PAD-DF (Coopadf),Uva,4
30,Cooperativa de Produção Agropecuária dos Assentados e Pequenos Produtores Rurais do Distrito Federal e Entorno (Coopercal),Jiló,3
117,Feira do Produtor do Varjão,Quiabo,4
143,Feira do Produtor do Cruzeiro,Couve,2
150,Comper - Águas Claras,Lichia,4
196,Pão de Açúcar - Asa Norte,Batata,3
48,Carrefour - Asa Norte,Pepino,3
155,Feira do Produtor de Planaltina,Batata,2
37,Walmart - Samambaia,Abacate,5
24,Feira do Produtor de Vicente Pires,Cajamanga,3
93,Cooperativa dos Produtores Rurais do PAD-DF (Coopadf),Banana,4
188,Assaí Atacadista - Taguatinga,Beterraba,4
193,Associação Agrícola do Distrito Federal e Ride (Agrifam),Berinjela,5
126,Cooperativa Mista da Agricultura Familiar do Meio Ambiente e da Cultura do Brasil (Coopbrasil),Tangerina,3
191,Supercei - Ceilândia,Pimentão,3
200,"Associação Mista dos Agricultores Familiares, Orgânicos e Produtores Rurais do DF e Entorno (Amista)",Coco,3
144,Pão de Açúcar - Asa Sul,Atemóia,4
9,Comper - Águas Claras,Gengibre,3
125,Associação dos Produtores da Agricultura Familiar (Aspaf),Cebola,3
44,Comper - Sudoeste,Batata,2
22,Feira do Produtor do Itapoã,Lichia,4
86,Feira do Produtor do Cruzeiro,Lichia,2
69,Super Maia - Sobradinho,Tomate,3
99,Pão de Açúcar - Asa Norte,Brócolis,3
126,Feira do Produtor do Riacho Fundo,Uva,3
15,Cooperativa Mista da Agricultura Familiar do Meio Ambiente e da Cultura do Brasil (Coopbrasil),Goiaba,3
37,CEASA-DF,Alface,3
6,Feira do Produtor do Varjão,Mamão,4
105,Assaí Atacadista - Taguatinga,Mamão,5
18,Feira do Produtor do Paranoá,Cebola,3
139,Feira do Produtor do Guará,Mamão,2
41,Atacadão - Ceilândia,Morango,4
109,Extra - Asa Norte,Abacate,4
86,Pão de Açúcar - Asa Norte,Graviola,3
136,Walmart - Samambaia,Gengibre,3
42,Pão de Açúcar - Asa Sul,Pepino,4
88,Assaí Atacadista - Ceilândia,Cenoura,3
155,"Cooperativa de Trabalho, Consultoria, Instrutoria e Serviços para o Desenvolvimento Agropecuário, Econômico e Social (Agrocoop)",Beterraba,3
164,Associação dos Produtores Rurais Novo Horizonte Betinho (Aspronte),Agrião,3
109,Feira do Produtor de Planaltina,Cenoura,2
100,Walmart - Samambaia,Mandioca,3
86,Supercei - Ceilândia,Tomate,4
184,Associação dos Produtores Rurais Novo Horizonte Betinho (Aspronte),Pitaia,4
100,Feira do Produtor da Candangolândia,Graviola,5
174,Cooperativa dos Produtores Rurais de Brazlândia (Coopabra),Mandioca,3
73,Supercei - Sobradinho,Agrião,3
67,Associação dos Produtores Rurais de Alexandre Gusmão (Asspag),Gengibre,4
121,Feira do Produtor do Guará,Cenoura,3
25,Associação de Agricultores Familiares da Eco Comunidade do Assentamento 15 de Agosto (Afeca),Lichia,2
47,Associação dos Produtores Rurais Novo Horizonte Betinho (Aspronte),Quiabo,4
144,Cooperativa dos Produtores Rurais de Brazlândia (Coopabra),Maracujá,4
61,Feira do Produtor do Lago Norte,Agrião,2
158,Feira do Produtor de Ceilândia,Mandioca,3
68,Super Maia - Taguatinga,Uva,3
97,Feira do Produtor do Lago Sul,Quiabo,3
159,Feira do Produtor da Estrutural,Abóbora,5
169,Associação de Agricultores Familiares da Eco Comunidade do Assentamento 15 de Agosto (Afeca),Cajamanga,4
9,Associação dos Produtores Rurais Novo Horizonte Betinho (Aspronte),Manga,4
181,Carrefour - Asa Norte,Pepino,4
134,Feira do Produtor da Estrutural,Pepino,4
139,Associação dos Produtores Rurais de Alexandre Gusmão (Asspag),Abacate,3
196,Cooperativa Agropecuária e Industrial do Rio Preto (Coopari),Berinjela,3
145,Assaí Atacadista - Ceilândia,Quiabo,3
9,Cooperativa de Produção Agropecuária dos Assentados e Pequenos Produtores Rurais do Distrito Federal e Entorno (Coopercal),Couve,4
10,Cooperativa de Agricultura Familiar Mista do Distrito Federal (Coopermista),Batata,3
9,Feira do Produtor de Brazlândia,Abacate,4
20,Feira do Produtor de Águas Claras,Abóbora,5
90,Feira do Produtor do Lago Norte,Cenoura,5
174,Feira do Produtor de Ceilândia,Abóbora,3
75,"Associação Mista dos Agricultores Familiares, Orgânicos e Produtores Rurais do DF e Entorno (Amista)",Beterraba,3
132,Feira do Produtor de Sobradinho,Pepino,4
190,Cooperativa Agropecuária e Industrial do Rio Preto (Coopari),Jiló,4
73,Associação dos Produtores Rurais Novo Horizonte Betinho (Aspronte),Pepino,3
133,Feira do Produtor de Planaltina,Mamão,3
122,Carrefour - Asa Norte,Beterraba,3
96,Cooperativa Mista da Agricultura Familiar do Meio Ambiente e da Cultura do Brasil (Coopbrasil),Morango,4
58,Walmart - Samambaia,Lichia,3
200,Cooperativa Agrícola da Região de Planaltina (Cootaquara),Atemóia,3
137,Associação dos Produtores Rurais de Alexandre Gusmão (Asspag),Maracujá,4
83,Feira do Produtor do Paranoá,Quiabo,3
174,Atacadão - Ceilândia,Cenoura,3
48,Feira do Produtor da Estrutural,Tomate,3
36,Associação dos Produtores Rurais Orgânicos e Convencionais do Distrito Federal e Entorno (Asproc),Agrião,4
68,Super Maia - Taguatinga,Chuchu,2
29,Feira do Produtor de Samambaia,Manga,2
159,Feira do Produtor da Estrutural,Quiabo,5
51,Feira do Produtor do Lago Sul,Pimentão,5
132,Atacadão - Taguatinga,Gengibre,3
131,Assaí Atacadista - Taguatinga,Agrião,3
28,Supercei - Ceilândia,Coco,3
119,Feira do Produtor do Sudoeste,Coco,4
78,Feira do Produtor de Taguatinga,Pitaia,5
54,Big Box - Águas Claras,Maracujá,3
158,Feira do Produtor do Jardim Botânico,Limão,3
11,Feira do Produtor do Núcleo Bandeirante,Chuchu,4
114,Extra - Asa Sul,Manga,5
178,Feira do Produtor de Planaltina,Cenoura,3
15,Associação dos Trabalhadores Rurais da Agricultura Familiar do Assentamento Chapadinha (Astraf),Morango,2
193,Cooperativa Mista da Agricultura Familiar do Meio Ambiente e da Cultura do Brasil (Coopbrasil),Agrião,4
57,Carrefour - Asa Norte,Limão,3
152,Cooperativa de Produção Agropecuária dos Assentados e Pequenos Produtores Rurais do Distrito Federal e Entorno (Coopercal),Uva,5
53,Supercei - Ceilândia,Beterraba,3
13,Cooperativa Agrícola da Região de Planaltina (Cootaquara),Goiaba,3
11,Feira do Produtor do Riacho Fundo II,Tomate,3
142,Cooperativa de Agricultura Familiar Mista do Distrito Federal (Coopermista),Mandioca,4
29,"Cooperativa de Trabalho, Consultoria, Instrutoria e Serviços para o Desenvolvimento Agropecuário, Econômico e Social (Agrocoop)",Cebola,4
12,Feira do Produtor de Águas Claras,Pepino,3
184,Feira do Produtor do Guará,Tangerina,4
79,Associação Agrícola do Distrito Federal e Ride (Agrifam),Mamão,4
143,Supercei - Taguatinga,Graviola,3
70,Cooperativa Agropecuária e Industrial do Rio Preto (Coopari),Limão,5
96,Walmart - Samambaia,Mamão,4
118,Extra - Asa Norte,Coco,5
108,Feira do Produtor do Riacho Fundo II,Mamão,5
86,Supercei - Taguatinga,Cajamanga,2
102,Feira do Produtor do Park Way,Brócolis,3
91,Feira do Produtor de Santa Maria,Pimentão,3
119,Feira do Produtor de Ceilândia,Agrião,4
131,Feira do Produtor de Águas Claras,Mamão,4
183,Feira do Produtor do Riacho Fundo II,Batata,4
132,Super Maia - Taguatinga,Tangerina,4
59,Feira da Agricultura Familiar - Plano Piloto,Alface,4
93,Atacadão - Ceilândia,Abóbora,4
143,Associação dos Produtores Rurais Orgânicos e Convencionais do Distrito Federal e Entorno (Asproc),Cenoura,2
122,Assaí Atacadista - Taguatinga,Agrião,4
29,Supercei - Taguatinga,Chuchu,3
53,Extra - Asa Sul,Lichia,5
37,Feira do Produtor do Núcleo Bandeirante,Graviola,4
150,Carrefour - Águas Claras,Beterraba,3
87,Feira do Produtor de Vicente Pires,Cajamanga,4
16,Mercado Orgânico do CEASA,Alface,3
48,Feira do Produtor do Riacho Fundo,Tangerina,2
178,Feira do Produtor do Lago Sul,Abóbora,3
24,Atacadão - Ceilândia,Berinjela,3
106,Feira do Produtor do Guará,Repolho,4
187,Walmart - Samambaia,Coco,4
49,Feira do Produtor de Santa Maria,Mamão,3
70,Associação dos Produtores Rurais Orgânicos e Convencionais do Distrito Federal e Entorno (Asproc),Pepino,4
55,Feira do Produtor do Recanto das Emas,Cebola,4
69,Super Maia - Taguatinga,Mandioca,4
114,Assaí Atacadista - Taguatinga,Beterraba,4
114,Associação dos Produtores da Agricultura Familiar (Aspaf),Gengibre,4
50,Feira do Produtor do Varjão,Beterraba,4
49,Cooperativa dos Produtores Rurais do PAD-DF (Coopadf),Mamão,3
134,Feira do Produtor do Recanto das Emas,Uva,5
185,Comper - Águas Claras,Beterraba,3
82,Cooperativa Mista da Agricultura Familiar do Meio Ambiente e da Cultura do Brasil (Coopbrasil),Goiaba,2
35,Super Maia - Sobradinho,Couve,5
31,Big Box - Águas Claras,Cenoura,3
73,Feira do Produtor de Sobradinho,Atemóia,4
25,Big Box - Águas Claras,Couve,3
123,Sam's Club - Asa Norte,Cenoura,4
168,Feira do Produtor do Lago Norte,Alface,3
94,Feira do Produtor do Cruzeiro,Couve,3
102,Feira do Produtor de Ceilândia,Atemóia,2
187,Feira do Produtor do Lago Sul,Pimentão,3
164,Feira do Produtor de Sobradinho,Jiló,3
134,Feira do Produtor de Samambaia,Gengibre,4
39,Assaí Atacadista - Taguatinga,Abacate,3
132,Associação Agrícola do Distrito Federal e Ride (Agrifam),Mandioca,4
84,Feira do Produtor de Vicente Pires,Manga,3
109,Feira do Produtor de Planaltina,Cajamanga,2
157,Associação dos Produtores da Agricultura Familiar (Aspaf),Lichia,3
69,Associação dos Produtores Rurais Novo Horizonte Betinho (Aspronte),Repolho,3
21,Cooperativa Mista da Agricultura Familiar do Meio Ambiente e da Cultura do Brasil (Coopbrasil),Goiaba,4
33,Supercei - Ceilândia,Tangerina,5
80,Feira do Produtor de Sobradinho,Atemóia,4
188,Feira do Produtor de Brazlândia,Abóbora,2
189,Supercei - Taguatinga,Abóbora,3
78,Atacadão - Ceilândia,Agrião,5
4,Feira do Produtor do Itapoã,Manga,3
125,Supercei - Sobradinho,Pimentão,3
58,Associação de Agricultores Familiares da Eco Comunidade do Assentamento 15 de Agosto (Afeca),Pitaia,4
31,Extra - Asa Sul,Agrião,4
140,Cooperativa dos Produtores Rurais do PAD-DF (Coopadf),Brócolis,3
166,Supercei - Taguatinga,Maracujá,3
102,Feira do Produtor de Vicente Pires,Alface,2
69,Extra - Asa Norte,Manga,2
119,Comper - Águas Claras,Repolho,4
100,"Cooperativa de Trabalho, Consultoria, Instrutoria e Serviços para o Desenvolvimento Agropecuário, Econômico e Social (Agrocoop)",Jiló,4
10,Supercei - Sobradinho,Tomate,4
82,Feira da Agricultura Familiar - Plano Piloto,Tomate,3
183,Cooperativa Agrícola da Região de Planaltina (Cootaquara),Batata,5
134,Feira do Produtor do Varjão,Limão,4
101,Feira do Produtor do Riacho Fundo II,Graviola,4
108,CEASA-DF,Beterraba,4
116,Cooperativa de Agricultura Familiar Mista do Distrito Federal (Coopermista),Mandioca,4
16,Cooperativa Agrícola da Região de Planaltina (Cootaquara),Jiló,3
116,Feira do Produtor do Itapoã,Chuchu,5
114,Carrefour - Águas Claras,Berinjela,5
185,Supercei - Ceilândia,Coco,2
176,Feira do Produtor de Ceilândia,Manga,4
125,Associação dos Produtores da Agricultura Familiar (Aspaf),Chuchu,3
45,Feira do Produtor da Estrutural,Abóbora,3
51,Sam's Club - Asa Norte,Gengibre,4
114,Cooperativa de Agricultura Familiar Mista do Distrito Federal (Coopermista),Mandioca,4
10,Feira do Produtor do Guará,Mamão,5
53,Cooperativa dos Produtores Rurais de Brazlândia (Coopabra),Mamão,5
9,Feira do Produtor de Brazlândia,Berinjela,2
184,Comper - Águas Claras,Agrião,5
9,"Associação Mista dos Agricultores Familiares, Orgânicos e Produtores Rurais do DF e Entorno (Amista)",Tomate,3
169,Associação dos Produtores Rurais Orgânicos e Convencionais do Distrito Federal e Entorno (Asproc),Coco,4
92,Assaí Atacadista - Taguatinga,Abacate,3
81,Feira do Produtor de São Sebastião,Beterraba,4
12,Feira do Produtor do Itapoã,Cebola,3
178,Feira do Produtor de Águas Claras,Uva,3
106,Feira do Produtor de Ceilândia,Cajamanga,5
78,Associação dos Produtores Rurais Novo Horizonte Betinho (Aspronte),Cajamanga,5
122,CEASA-DF,Abóbora,4
102,Cooperativa Agrícola da Região de Planaltina (Cootaquara),Abacate,2
